requirement,degree,departmentName,workLocation,workExperience,secondCategory,firstCategory,name,description,shareLinkPcWechat
1.对品牌管理、品牌影响力的建立有较深见解。具备集团企业、互连网平台层级品牌VI设计管理经验，拥有品牌策略、创意策划文案能力者加分；2.具有敏锐洞察力及商业思维，并让创意真实落地，具备抽象概念转换成创意视觉，良好的艺术和设计修养，创作手法多元新颖，拥有卓越的视觉表达能力；3.有清晰的沟通表达能力和逻辑思考能力，能主导项目且有较强团队协作能力，主动积极，踏实细心，同时具备可独立把控和完成项目的能力；4.广告、艺术、设计、数媒等相关专业本科以上学历，具有3-5年以上广告行业／大型知名品牌/设计咨询类别公司的从业经验者（有广告创意能力者优先）；5.有较好的专业知识深度与视野，具有丰富的想象力，热衷于品牌文化设计和视觉设计，善于把握潮流动向。能够结合自身设计经验，根据业务需求推动方法论建设以及相关研究工作；6.具备抽象概念转换成创意视觉的设计执行力（3D /影视剪辑 /动效能力加分）；7.具备优秀的沟通合作能力，设计表达能力；8.热爱文娱游戏行业，或对行业有研究的加分；9.简历请附作品。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-全球游及国际业务线-云游戏-产品设计,上海,五年以上,创意设计,设计类,云游戏-创意设计专家(品牌方向)-上海,1.负责品牌管理、宣传及创意设计工作，敏锐发掘品牌的传播机会，计划设施，给出创意解决方案，并对业务产生驱动价值；2.跟进战略性品牌沟通策略，跟进相关设计，发想创意、设计品牌沟通内容，把控品牌调性及品牌沟通有效性；3.负责品牌VI体系设计执行与完善、品牌衍生体系完善，包括子品牌体系，品牌规范，官网等，发布会物料等；4.建立IP的运营体系和机制，与用户、客户、品牌商产生优质互动并反哺母品牌。,http://alibaba.tupu360.com/social/position?pCode=eH48y86Iz8VIJcyruG41qQ%3D%3D
1. 系统的数据意识，能输出清晰系统的数据埋点埋点需求，在产品灰度或上市阶段，根据数据定向改善产品核心路径的用户体验，提升相关引导转化及产品相关运营的触达率和有效性。2．具备系统的设计流程和方法和优秀的用户视角，能结合数据和故事提升业务线的迭代收益，快速迭代完善产品体验。3. 负责体验走查，能横向拉通事业部各业务线的体验问题，推进不同业务线的设计师和产品经理实现体验驱动改善产品体验，沉淀机制并不断优化。4. 拥有大型互联网公司5年以上工作经验、丰富的移动端设计经验。具备视觉、交互、动效设计能力。5. 对各种互联网产品有强烈兴趣并有敏锐的设计触觉，强烈的创新欲望和成就导向，能承受高强度的工作压力。6. 具备开放的视野和深厚的专业积累，思维开阔，有定见。良好的团队合作推动能力。能坚持持续的自我学习、自我思考、自我管理。加分项:1．懂编程，跟开发沟通高效，设计方案快速还原2．优秀的动效能力，有人工智能动效交互经验者优先考虑我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-阿里云智能事业群-大钉钉-钉钉事业部-设计中心-智能硬件设计组,杭州,五年以上,视觉,设计类,钉钉(DingTalk)-体验设计专家-智能硬件,1. 负责钉钉事业部智能硬件软硬件交互体验设计。优秀的用户洞察与创新能力，为业务提供更多可能性，体现设计价值。 2. 较强的全局观和终局观，贴近真实用户，了解参与业务线的前期产品规划。有强烈的体验驱动意识，通过对用户场景的洞察深挖发现设计机会，落地新品创新和迭代。,http://alibaba.tupu360.com/social/position?pCode=sm__3%2FBzYMSCyyk94j5MQw%3D%3D
1.具备移动产品交互设计及用研能力，了解平台类及无线产品设计方法及设计趋势，有过游戏行业从业经验佳；2.懂设计、懂产品、懂用户、懂数据，能够深挖用户问题和需求，协同上下游场景，寻找设计价值机会点 ；3.能独立负责大型项目的交互主设、过程推进、细节优化、拿到结果、数据跟踪和持续优化的综合能力，追求精益求精；4.深刻理解设计理论、方法、工具及流程，对用户需求有良好的分析、理解，能基于对数据的分析做设计判断和优化；5.有良好学习能力，对行业动态和用户体验的发展有敏锐的洞察力和好奇心；6.具备良好的沟通能力和积极的工作心态、爱思考、有owner意识；我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-全球游及国际业务线-云游戏-产品设计,上海,五年以上,视觉,设计类,云游戏-交互设计专家-上海,1.负责云游戏相关产品的体验设计工作，并关注产品发布后的用户反馈及数据分析，整理并挖掘更全面的用户特征及产品设计需求；2.与产品团队紧密配合，深挖用户需求并准确定义问题、参与需求分析及产品功能制定，并输出高质量解决方案;3.与整个研发团队紧密配合，能担任设计pm的职责，协助达成最终产品目标；4.参与用户洞察，将用户体验指标量化，能用数据验证设计有效性，完成设计闭环；5.参与设计体系的搭建、制定设计规范及组件化；6.密切关注无线行业动向，热衷于产品的创新研究 ；,http://alibaba.tupu360.com/social/position?pCode=CDKh%2FNQW91QUinwNCHYnyQ%3D%3D
1. 四年以上互联网视觉设计工作经验，有成功案例/代表作品，曾多次主导设计和制定大型项目的视觉风格与落地，有系列化产品设计经验，能通过建立、优化规范和机制，保障落地品质；2. 拥有良好的视觉审美和视觉表现能力，对设计流行趋势敏锐且具有前瞻性，并擅长基于品牌基因与产品特色产出富有创造性的设计方案；3. 拥有较好的用户视角，对视觉设计的商业价值及用户价值有自己的理解，同时对于视觉设计有系统化的抽象和整合能力；4. 综合能力强，拥有独自驾驭复杂系统 UI 的架构力、表现力、控制力；5. 有激情、创新欲、责任感，能够自我驱动和快速学习，能够推进自己的想法，具备良好的合作态度及团队精神6. 良好的思辨总结与沉淀能力，能引领团队的专业建设与发展。加分项：1. 有 智能语音／ IoT／智能软硬件／智能车机 / 跨端跨平台 相关产品视觉设计经验；2. 有系统级产品设计能力或对设计系统有深入研究。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-阿里云智能事业群-IoT事业部-设计,杭州,五年以上,视觉,设计类,阿里云智能事业群-IoT-体验设计专家-杭州,我们需要行业顶尖水准的体验设计专家，负责IoT领域智能 APP 及各类带屏类智能产品（可穿戴设备、手持设备、墙面互动屏等）系统 UI 的视觉设计工作，产出最具行业领先性的设计解决方案，定义新的领域标准。,http://alibaba.tupu360.com/social/position?pCode=XQ%2FqWoo6Ge47RVdI9yjGAA%3D%3D
1.有多年网页设计、软件界面设计经验，对交互设计有较深的理解和大量的实践，独立完成整个设计过程；2.具备良好的团队合作能力和沟通能力，能够快速推进自己的思想并能与周边达成共识；3.有严密的逻辑思维能力，关注产品细节，对用户心理变化有较强的洞察力；4.通过用户研究和数据分析对产品进行评估并提供解决方案；5.有较为广阔的知识面，具备一定的产品、品牌、市场等相关联知识；,本科,蚂蚁集团-CTO线-设计事业部,杭州,五年以上,视觉,设计类,蚂蚁集团-体验设计高级专家/资深专家-支付宝-杭州,1.进行用户操作流程设定、持续性体验分析及优化、前瞻性概念设计等交互工作；2.进行竞品分析、用户访谈、可用性测试、流程数据分析等体验研究工作；3.与视觉设计师及开发团队紧密配合，协助达成最终产品目标；,http://antfin.tupu360.com/social/position?pCode=Qc01BdvyDWEuvAEvAaBQfg%3D%3D
"1、服务设计、设计策略、或体验设计相关背景本科及以上;2、具备7年以上服务设计或体验设计等相关的工作经验,并具备成功的服务设计驱动带来的商业价值提升的案例;3、熟练掌握前瞻性洞察设计方法或服务设计的工具,包括不限于服务设计大图的绘制、体验测试工具、2D或3D设计软件;4、具备严谨的思辨能力,和优秀的沟通技巧;5、对于0-1的创新,具有强大的自驱力和信心。6、专业/客观/独立辩证的设计思维/非常好的团队协作精神",本科,本地生活-蜂鸟即配事业部-服务运营部,上海,七年以上,视觉,设计类,本地生活-蜂鸟即配事业部-高级体验设计专家,"1、即配物流场景下服务体验链路的构建,尤其是0-1的新服务场景;2、针对即配物流的服务场景,进行细分场景体验研究和BCD三端的机会点探索;3、整理和绘制服务场景用户体验链路地图,梳理线上或线下的服务触点(包括不限于硬件、视觉物料、包装、SOP等),聚焦在触点的构建与利益相关方的价值体现;4、负责从前期业务对焦、用户(利益相关方)研究、概念设计、最终设计输出、开发落地协同以及产品迭代;5、梳理细分场景体验指标,策划服务项目中的体验测试方法,联合业务伙伴、多背景设计师进行测试,对焦服务;6、利用自身的服务设计经验和优势,帮助和推动团队提升整体设计能力、商业思维。",http://alibaba.tupu360.com/social/position?pCode=X0F2hlRe76qMg88q0og6Qw%3D%3D
1、具备商业视角，同时注重用户体验，对用户增长设计有一定的经验和研究；2、持续关注并分析产品设计、互联网发展趋势，主动从设计侧发起探索，并能进行沟通推进和落地；3、熟悉数据分析方法，能够将设计验证与用户数据挂钩，并持续跟踪效果，根据数据做出方案优化。4、简历请附作品。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-大文娱事业群-优酷-设计中心,北京,五年以上,视觉,设计类,文娱优酷-体验设计专家-交互方向,1、负责阿里大文娱内优酷会员产品的UX设计工作；2、参与全链路体验设计工作，同业务一起需求共创，能够完整、有效地表现设计策略与概念；3、落地设计理念，协同产品和技术团队完成产品体验。,http://alibaba.tupu360.com/social/position?pCode=kySGK84tZDcX5V_jbi9lmA%3D%3D
-5年或以上 在用电子商务，互联网领域，信息技术领域、文化娱乐领域或相关行业从业经历，具有多个成功项目经验  -拥有在人机工学，心理学，工业设计，视觉传达设计或相关设计专业的教育背景  -在用户体验设计原则，设计方法和流程方面有深入理解，有广阔视野和较高的审美水准  -具备优异的设计专业技能，对用户需求和商业需求有深入洞察能力，能够创造性和高效率地解决问题  -具备优秀的沟通合作能力，设计表达能力  -简历请附作品我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-大文娱事业群-优酷-设计中心,北京,七年以上,视觉,设计类,文娱优酷-体验设计专家,阿里巴巴集团文娱事业群优酷设计中心团队目前招募有才华和活力的体验设计师加入我们。我们团队的工作聚焦在阿里巴巴集团文娱事业群的内容消费领域，我们同多个职能团队合作，通过专业的设计技术和领先的设计理念，提供端到端的产品体验和富有创意的设计概念，服务于广大内容消费者和内容创作者。-参与业务前期需求共创，制定与之对应的设计策略及目标-基于用户需求和商业目标，对产品，设计持续不断优化，确保产品的可用性及用户界面品质，提升用户体验，满足业务需求-独立完成全链路体验设计，线框图及高保真设计原型，能够完整、有效地表现设计策略与设计概念-负责跟进设计方案执行，跟踪线上产品数据和用户反馈，持续不断迭代优化-同业务团队与开发团队高效配合协同，推进项目进展，达成业务目标,http://alibaba.tupu360.com/social/position?pCode=YzQnEmTkwvgBk8MHGLMA0A%3D%3D
1.具备成熟的设计经验和完整的设计落地内容，有房产产品设计经验且有完整设计案例相关优先；2.理解商业环境和设计背景，有效过滤信息并独立制定完整的设计策略和设计方案，具备较强的设计洞察能力；3.具备较强的用户价值导向思维，并根据数据和反馈解决业务迭代问题，优化已有的设计规范形成可持续的设计准则；4.对设计过程和结果有自己的观点，能系统清晰的结合目标阐述完整的设计思维；我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-淘宝事业群-房产事业部,杭州,三年以上,视觉,设计类,天猫好房-体验设计专家-杭州,1. 负责天猫好房业务下的产品体验设计，包含前台产品、交易链路等，能基于有用户视角与全链路设计思维制定设计策略和方向并高质量产出；2. 负责从前期的业务对接、概念设计、最终设计输出、开发落地协同以及后续的产品迭代；3. 联合上下游汇总信息和数据寻找设计价值机会点，驱动或对业务产生增值作用；4.组织协同团队成员，制定并推动设计目标落地；,http://alibaba.tupu360.com/social/position?pCode=YVg8j2C3iCbgHkgeBYYTgg%3D%3D
1. 5年以上设计工作经验，2年以上带团队经验（投递简历同时需提供作品）；2. 美术、设计相关专业，有扎实的手绘功底；3. 熟练使用PS、AI、AE 等相关设计软件（加分项 Sketch、C4D）；4. 能够主导大型运营活动的视觉设计方向，并完成主要设计工作；5. 对产品、运营有深入的理解，并能总结出方法论，进行设计研究工作；6. 良好的项目管理和沟通表达能力；我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-高德事业群-战略管理&业务平台-设计与用研中心,北京,五年以上,视觉,设计类,高德-创意设计专家-北京,1. 主要负责高德手机客户端日常运营设计工作；2. 和运营产品讨论需求并确定活动设计方案；3. 对项目进行复盘整理输出；,http://alibaba.tupu360.com/social/position?pCode=RTyWN3uoL9Axaistv3HuIg%3D%3D
1. 设计、美术、动画、影视传媒等相关专业2. 3年以上工作经验，平面设计、3D模型设计、动效设计、信息和数据可视化设计、互动设计多样化设计手段，有一定品牌内容策划文案能力和动效影视剪辑能力者优先。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-阿里云智能事业群-阿里云-基础产品事业部-混合云平台-产品研发-体验技术,杭州,五年以上,创意设计,设计类,阿里云智能事业群-混合云品牌创意设计专家-杭州/北京,1、对接市场部，进行市场营销创意发想设计品牌沟通内容，进行产品品牌塑造、调性把控及有效的传播设计（线上官网运营和线下行业展会、演讲、互动）2、负责大屏业务的数据可视化展现和互动设计，能够敏锐把握设计流行趋势，并能独立承担大型项目的体验决策、风格定义、标准规范制定。职位要求1、设计、美术、动画、影视传媒等相关专业对UXD设计有一定了解，3年以上工作经验；2、对品牌影响力建立有较深见解，有较强团队协作能力和沟通表达能力，主动积极，踏实细心，具备可独立把控和完成项目的能力。3、具备多样的设计手段，有3D模型设计、动效设计、信息和数据可视化设计、互动设计、有一定品牌内容策划文案能力和动效影视剪辑能力者优先。,http://alibaba.tupu360.com/social/position?pCode=TCg6q8Ki_wP5Thd6S7%2FA3w%3D%3D
1.有成熟的设计经验和完整的设计落地，对视觉设计充满热爱和理想；2.能独立完成全链路和结构化的视觉设计方案，有较高的审美水平和较强的视觉表现，以及理解设计内容信息含义，并能有效整合；3.根据数据和反馈解决业务迭代问题，优化已有的设计规范形成可持续的设计准则；4.能灵活应对不同类型的业务和类型，并具备较强个人的设计特点和观点，能系统清晰的结合目标阐述完整的设计思维；5.对B类互联网的未来有好奇心，对企业用户的需求和商业痛点有深入的洞察，敢于尝试和突破。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-CTO线-新零售技术事业群-数字供应链事业部-技术部-前端&UED,杭州,五年以上,视觉,设计类,数字供应链事业部 -体验设计专家-UED,1.负责供应链中台各终端的产品UI视觉设计，包括web、移动端、大屏等；2.探索并尝试最优的中台UI组件视觉体系，并在业务中推进新组件的覆盖率与一致性，不断优化组件的体验，监测使用者的行为数据与反馈，及时给予相应的设计调整；3.探索并尝试符合B类业务的数据可视化设计标准与动效标准，在业务中推进可视化设计的落地，提升业务信息传达效率；4.协同上下游，汇总业务信息和数据，寻找UI设计价值机会点并在业务中推进落地。,http://alibaba.tupu360.com/social/position?pCode=e5_Gt4fVuZP%2FWuywR81Huw%3D%3D
1. 从事用户/市场/营销研究3年以上，了解电商和品牌营销，有相关从业经验，或对服饰/美妆行业有深入研究和体系方法优先；2. 具备出众的定性研究能力，能够独立开展研究，快速准确抽离用户需求和痛点；3. 清楚常用统计方法原理和边界，对数据敏感，能快速将诉求及预判趋势转化为数据假设，同时从数据中提炼洞察，有建模经验优先；4. 熟练掌握数据分析软件，具有SQL基础；5. 具有非常强的逻辑思维，研究的规划和开展体系化，结论推演清晰环环相扣；6. 积极并快速融入团队，善于沟通和跨团队协作，具有抗压力，同时具有对潮流文化的观察力，批判思维和创造力，勇于并善于创新。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-阿里妈妈事业群-中台运营事业部-营销研究和体验中心-研究中心-营销研究组,北京,五年以上,用户体验与研究,设计类,阿里妈妈技术-用户研究专家-北京/杭州,1、商家端研究：结合定性访谈/问卷调研/后台数据分析，面向平台B类参与者 (广告主/服务商/淘宝客等) 进行深度研究，挖掘不同形态客户在营销各环节的潜在需求和痛点，抽象客户决策逻辑，驱动产品迭代与创新；2、消费端研究：通过传统研究方法/后台数据，分析行业消费趋势及细分市场成长潜力与营销效率，为平台及客户提供营销策略，同时联动广告产品带来可衡量业务价值；3、媒体端研究：基于后台数据与生态共建，搭建短视频、直播等新内容创意营销价值评估体系，针对不同行业挖掘价值影响因素，为淘内商家与生态内容创作者创意生产提供数据化策略；4、分析产品化：通过数据建模，建立从用户行为到用户心智或需求的映射；抽象普适性数据分析方法，实现从离线分析到数据产品迁移，提升分析效率和研究结果时效性；,http://alibaba.tupu360.com/social/position?pCode=6%2FoV9WuJ1iqdP5%2FCFU9JgQ%3D%3D
1、工业设计，传播学设计，用户体验设计等相关专业本科及以上；2、有四年及以上大型互联网公司或广告行业设计工作经验，对商业有敏锐的触角，能独立owner业务的整个设计过程，并有成功案例；3、有大型互联网公司商业团队，商业推广，广告投放平台设计经验优先；4、善于沟通，跨团队协作，能表达设计观点和设计价值，能够持续跟踪和关注上线产品，并科学的进行设计的持续优化。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-阿里妈妈事业群-中台运营事业部-营销研究和体验中心-设计中心-体验和创意组,北京,五年以上,视觉,设计类,阿里妈妈技术-体验设计师专家(偏平台交互方向）-北京/杭州,1、负责阿里妈妈业务广告展现&广告平台产品的体验设计工作；2、参与对设计规范组件的维护、更新、实施，实现产品在用户体验上的一致性；3、具备设计思维，注重用户反馈，数据反馈，对行业/设计趋势的发展敏感，能够参与做业务的创新探索和前瞻性产品的设计。,http://alibaba.tupu360.com/social/position?pCode=9nJWEGbRMYF13j4trh28Mw%3D%3D
职位要求1、掌握体各类设计方法，具备全链路的体验设计综合能力（交互、视觉、用研知识，专精一方向其余有一定了解），3年以上互联网产品用户体验设计经验；2、良好的沟通协作能力，善于表达和总结自己对设计的理解和观点；能与项目团队快速融合、推进方案并与合作伙伴达成共识达成目标的有效落实；3、对商业目标和用户行为有前瞻性的思考，灵活运用设计方法，解决方案不仅满足业务需要，更能探索业务增值机会，影响上下游；4、自我学习力强，对未来趋势感知敏锐，并能将趋势和设计结合；5、对云计算、人工智能、Saas系统、企业级产品等有浓厚兴趣，对新技术、新交互方式、自研产品等有强烈的探索欲望，逻辑性强有B端成功设计案例者优先我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-阿里云智能事业群-阿里云-基础产品事业部-混合云平台-产品研发-体验技术,杭州,三年以上,视觉,设计类,阿里云智能事业群-混合云高级体验设计师/专家-杭州,1、负责混合云业务线各产品的用户体验设计。与PD、研发团队合作，参与产品的规划构思，明确用户述求定义用户体验目标进行设计方案的输出并执行落地。跟踪行业、市场和产品的数据和用户反馈，持续不断提升产品体验和客户满意度。2、熟练掌握用户需求分析、服务设计等可用性相关知识和方法，尝试建立行业设计标准，并更多的影响到企业上下游；3.参与设计体系及团队创新产品的建设，落地设计规范，推动设计平台化工程化。,http://alibaba.tupu360.com/social/position?pCode=pb74axg9IXfvrB%2Fz9sTr2w%3D%3D
1、三年以上人机交互相关工作经验，HCI、工业设计、心理学、计算机等相关专业本科及以上学历，拥有良好的英文阅读能力；2、有大型项目设计经验，精通色彩、图形、信息、UI和可视化设计原则和方法，能够敏锐把握设计流行趋势和潮流方向，善于沟通，能够以业务的视角、用户的语言，完整表达方案和设计价值。熟练掌握体验地图、用户画像、流程设计等各种交互设计方法，对商业和用户有系统前瞻性的思考，能够独立承担大型项目的体验策略制定、交互架构和设计；3、对大数据、云计算、人工智能、企业级产品等有浓厚兴趣，对新技术、新硬件、新交互方式等有强烈的探索欲望；如在以上方面有相关设计案例优先；4、具备多样的设计手段，有3D模型设计、动效设计、信息和数据可视化设计、互动设计、空间设计经验优先；5、【请随附作品集】。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-CTO线-友盟+,北京,三年以上,视觉,设计类,友盟-体验设计专家-北京,1、阿里巴巴大数据设计中心北京团队，负责友盟+开发者云上数据中台业务的体验架构设计工作，为中小企业开发者、垂直行业用户提供数据设计解决方案；2、可视化分析：负责移动APP、小程序、Web网站等智能统计分析服务的深度商业设计工作，关联线上&线下媒体营销推广场景的用户研究、价值洞见、体验链路构建，为客户市场和用户洞察、经营决策提供清晰的分析动线和体验设计；3、可视化互动和展示：负责大数据行业峰会、数据节、数据营销等数据可视化设计、空间互动设计，利用最新的互动硬件设备和互动技术、3D可视化、动效设计、品牌设计，为中小企业开发者、媒体公众提供非凡的数据视听和互动盛宴；4、创意营销设计：负责阿里巴巴动物园成员 “友小盟”吉祥物的品牌营销设计工作，打造数据形象IP的产品化、商业化，推动友盟+品牌影响力建设；针对商业化产品运营进行创意、玩法营销等运营设计；5、交互、视觉、创意营销设计方向均有职位。,http://alibaba.tupu360.com/social/position?pCode=xRFWoO8FjHSdaosWrcqBZg%3D%3D
1、至少3年以上用户体验（交互／视觉）行业经验；2、具备从创意、设计、搭建到品控等全链路的落地能力；3、具备良好的沟通能力和积极的工作心态，传递正能量；4、做事思路清晰，注重体验细节，有缜密的推导能力；5、具备快速的适应能力和学习能力；*投递简历时请务必附上PDF格式作品集或链接地址,本科,本地生活-本地生活产品中心-设计中心,"杭州,上海",五年以上,用户体验与研究,设计类,本地生活-体验/视觉设计专家-上海/杭州,1、负责口碑各产品的用户体验设计工作，包括餐饮、泛行业以及前后台等；2、有全链路的服务设计思维，能把业务还原到场景中，真正帮助用户解决痛点提升体验；3、通过用户研究和数据分析，制定产品体验优化策略和概念方案，能够独立完成流程、框架、原型；4、设计表达清晰，有强劲的推动力和协同业务的能力，将设计的价值最大化；5、关注产品发布后的用户反馈及数据分析，整理并挖掘更全面的用户特征及产品需求。,http://alibaba.tupu360.com/social/position?pCode=i7yDr31cVtY%2FY3TCZNGTIw%3D%3D
1.拥有2年或以上视觉设计相关专业背景，有过人的审美品味和执行技能；2.拥有Web、PC/Mac、App、线上线下等各端设计经验与作品。或至少需要长期的移动端的设计经验；3.拥有交互设计、用户体验、用户研究等方面的知识基础，懂得技术实现的基本方式；4.有工作必备的基本软件操作技能，擅长动效设计；精通3D类软件的加分；5.需要拥有良好的沟通能力和演说能力，能够和上下游以及上级良好沟通，能够体系化阐述设计方案，能够沉淀方法论；6.乐观开朗的个性，热爱生活，关注细节，善于合作，充满好奇心，很良好的抗压能力；,本科,本地生活-本地生活产品中心-设计中心,"杭州,上海",五年以上,用户体验与研究,设计类,本地生活-创意/体验设计师-上海/杭州,1.负责本地生活（口碑\饿了么）的创意视觉设计。包含营销大促类设计（双十一、十二、周年庆等）；营销IP类商业化项目（超品日、超级发布等）；营销中台设计；线下营销型物料；互动游戏以及营销互动玩法。2.设计师能够获得本地生活大量的设计培训以及参与外部展会的机会，能够接触阿里经济体的各类创意型项目，能够参与团队内部的各类创意共创。,http://alibaba.tupu360.com/social/position?pCode=4UGBNBpuLWjckZuaouKB%2Fw%3D%3D
"1、平面/艺术/设计相关专业，有产品外观设计工作经验，有新消费品牌服务经验优先；2、对产品的材质和工艺比较了解，具备良好的审美及形态把握能力；3、具备团队合作精神,做事认真、细致,表达能力强，有很强的上进心态,能承受工作压力。",本科,阿里影业-阿里鱼,北京,五年以上,创意设计,设计类,阿里鱼-高级设计专家-新消费品牌方向,1、根据品牌定位和企业整体战略目标，确定产品的市场定位、风格走向，以及产品设计研发的目标和计划2、洞察行业和设计趋势，与设计师、产品开发、市场等团队配合，制定整体创意设计策略和产品调性3、在过程中善于总结经验，积累沉淀设计方法，形成标准化流程和产品化能力，提升工作效率,http://alibaba.tupu360.com/social/position?pCode=GRAYDdpiCTcXqcfzizx9nw%3D%3D
1. 熟悉视频拍摄、制作、后期处理、包装等工作；2. 工作认真细致，责任心强，能适应高强度工作压力，良好的沟通能力和团队合作精神；3. 本科及以上学历，动画、影视、数字媒体等相关专业；为人聪明灵活有创意；4. 有游戏买量投放广告经验者优先我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-灵犀互娱事业群-灵犀互娱事业部-大市场中台-产品营销中心-视觉传播组,广州,三年以上,创意设计,设计类,阿里灵犀互娱-高级视频制作设计师-广州,1. 熟悉视频拍摄、制作、后期处理、包装等工作；2. 熟练使用AE、Premiere、PS、AI等设计和后期剪辑软件，熟悉视频类型及相应制作流程；3. 工作认真细致，责任心强，能适应高强度工作压力，良好的沟通能力和团队合作精神；4. 动画、影视、数字媒体等相关专业；为人聪明灵活有创意；5. 有游戏买量投放广告经验者优先；,http://alibaba.tupu360.com/social/position?pCode=vmN8I42EA4Hv6Iq3bB_xSw%3D%3D
